id,SpeedMean,SpeedVariance,TotalDistance,LocationVariance,CircadianMovement,NumberofClusters,Entropy,NormalizedEntropy,ContinuousEntropy,HomeStay,TransitionTime
u00,3.15540029832626e-05,2.8060675573346e-07,180.548586682984,5.45831067411254,18.5519794766383,6,0.551029182164541,0.307535242105873,0.867941042229721,0.865064695009242,0.485252140818268
u01,7.23695226941286e-07,5.18399636468332e-11,0.749581226356532,-11.1767124469584,3.41459432310062,1,0,0,1.75550057092478,1,0.0281980742778541
u02,1.0189112046696e-06,8.21598707394033e-11,3.0512427358548,-5.88580405972198,7.38900777588214,2,0.0237372805340298,0.0342456569106349,0.936051939318909,0.996420047732697,0.0714681440443213
u03,6.41363675424635e-07,2.81887878724321e-10,0.0501599951261349,-14.1938145001046,-0.0319095704223514,1,0,0,0.546008393990372,1,0.0366666666666666
u04,1.00892637501932e-06,2.33927494601491e-11,22.5602465536764,-2.64636681407832,9.19087959718196,1,0,0,2.18905069514491,1,0.117340286831812
u05,9.07248515280935e-07,3.55196651880273e-10,3.26416422303007,-3.44864644468133,9.80344188412848,2,0.115604635329185,0.166782234093192,0.23120927065837,0.975354742345034,0.055045871559633
u07,9.31486157985101e-07,1.30446348805016e-10,25.2657848298175,-0.970043852337168,10.7363596919994,1,0,0,0.686427347332777,1,0.122222222222222
u08,6.88125471432925e-07,6.70523113399971e-11,2.49612255349505,-6.33375666114302,6.08822966085056,1,0,0,2.40428640758111,1,0.0301596688350089
u09,1.19223452442305e-06,1.04632878983485e-10,7.00276451936719,-2.63650221493171,9.31488070021456,4,0.301431606143558,0.217436941675253,0.299020505094753,0.934511434511434,0.172828890799656
u10,4.73089775099459e-07,7.0269677138996e-12,0.615765102047676,-12.4995664228632,2.63431497051214,1,0,0,2.43254793904026,1,0.0254826254826255
u12,7.23344231999693e-06,9.47900049493204e-09,28.1600278647204,-0.945547438726966,11.1749898463048,3,0.298276200449505,0.271502698018349,0.22548397677574,0.930093776641091,0.33314383172257
u13,2.46916512827145e-06,2.23060212611285e-10,4.04139422602093,-6.97201985182098,8.79465820428266,4,0.824471832725043,0.594730712212527,1.66766568514763,0.488843813387424,0.268184067293419
u14,6.48743524718195e-07,2.57259131243671e-11,3.99343198942778,-1.26933510047207,11.4468121569175,2,0.27288840122792,0.393694743167638,0.54577680245584,0.922391857506361,0.0709219858156028
u15,1.97836903257075e-06,3.73723997887768e-10,9.25066839421004,0.473007078789784,15.0322918280069,3,0.802742407383488,0.730687628077312,1.60548481476698,0.673228346456693,0.108771929824561
u16,2.48883779965239e-07,3.78427100224165e-12,0.278023184711369,-12.9740502540387,1.60545888504464,1,0,0,1.0342562370637,1,0.0142011834319526
u17,1.56547785588485e-07,6.70983890223507e-13,0.232856536641253,-13.9541946075124,0.445635211153379,1,0,0,1.31817080325311,1,0.00386313465783661
u18,1.58054243476716e-07,4.86024832694307e-13,3.8710989810366,-1.42439357115881,8.06168330054057,2,0.2482266278118,0.358115324960674,0.4964532556236,0.932079414838036,0.0174537987679672
u19,4.32636497047552e-07,4.13348739871508e-11,2.464269483394,-6.97401608759143,5.11183642452623,1,0,0,2.93074482635438,1,0.0135593220338983
u20,1.89477351973907e-07,6.9759294467363e-13,0.201903042881259,-12.2560813839336,2.085053808993,1,0,0,1.45894139388967,1,0.00121212121212122
u22,5.3107574835901e-07,1.78448827027035e-11,100.890548543399,5.20275783665931,15.6556599817896,2,0.195651504867031,0.282265455814129,0.391303009734063,0.95096921322691,0.0670212765957446
u23,4.54559422090301e-06,1.9439290881948e-09,0.230651641485331,-13.7882766715304,0.279648631083001,1,0,0,0.505169131709251,1,0.208235294117647
u24,4.94696163959713e-07,1.81044332391641e-11,0.479681987295425,-9.68338662842511,2.31188731577694,1,0,0,1.21640158980704,1,0.0403508771929825
u25,4.14616557407786e-07,1.81150648036043e-11,8.23651568440522,-1.94934156272751,12.6389379350775,1,0,0,2.81142231429102,1,0.0938967136150235
u27,1.37677367191373e-07,6.88954342823935e-13,0.199363158955257,-14.2195077380963,-0.207363405004632,1,0,0,0.64783733806326,1,0.00163666121112926
u30,1.01520369424729e-06,1.8752542268648e-10,41.2938866681852,1.04108818248557,15.2929729773781,2,0.692485877748491,0.999045941713388,1.38497175549698,0.518181818181818,0.204819277108434
u31,9.30399926309932e-06,2.02734224224043e-09,16.6477134018432,-1.42835953474588,12.133043401683,3,0.633591399664746,0.576719745628253,0.398842316101469,0.787474332648871,0.211336032388664
u32,6.6693105148385e-07,4.21573307054278e-11,4.23116566304918,-1.73110876535278,11.0923937965299,2,0.162706867066866,0.234736390235947,0.325413734133732,0.961636828644501,0.0544135429262395
u33,2.1578072326456e-07,1.68085885524195e-12,0.253503680633799,-11.7471107560093,2.47280396656187,1,0,0,1.13182449112487,1,0.0106132075471698
u34,1.90731118843876e-06,8.95741249328073e-11,2.62870976814268,-7.20101022452592,8.09566495954053,3,0.769230102862796,0.700183413927914,2.08205955416769,0.64769647696477,0.30377358490566
u35,5.59295722894503e-07,3.05050462390129e-11,1.61715318047956,-8.07819621603718,6.27182668655033,2,0.174956614202713,0.252409039680977,0.627046144348243,0.957773512476008,0.0795053003533569
u36,1.91661040460896e-06,1.00547721518318e-10,106.799008944539,4.69724578869826,16.932754571773,5,0.860113119970942,0.534418329111009,0.344064065580468,0.676972281449893,0.307237813884786
u39,3.63373817584817e-06,1.21913401723072e-09,0.912448813827048,-6.94911163935534,2.5201072763168,2,0.392674467227552,0.566509506552905,0.785348934455104,0.866666666666667,0.0843023255813954
u41,2.25880210353929e-07,1.12055512882364e-12,0.221311331320342,-12.957301208435,2.26947721397864,1,0,0,1.61381080994779,1,0.0125156445556946
u42,8.79022756667749e-07,4.28292566362992e-11,1.50024476109201,-7.11966486048781,7.59938063221264,3,0.560839002727916,0.510497660105225,1.23002283269786,0.82890365448505,0.176470588235294
u43,1.88482112912477e-06,2.62973486241485e-10,7.58306578583316,-0.602433961920898,12.7692967702301,3,0.529597711047169,0.482060610926919,1.05919542209434,0.804285714285714,0.147381242387333
u44,5.76425157724796e-07,9.56774602477847e-12,1.06535695001267,-8.59147303599908,6.35099298426266,2,0.52832861899407,0.762217078582459,1.07426578000066,0.778874629812438,0.0689338235294118
u45,2.81785110242828e-06,5.38437848198316e-10,4.45289934782076,-5.12163268740836,8.46287316619143,2,0.693115180218603,0.999953833266239,1.85353637471911,0.504,0.176276771004942
u46,2.15065710044512e-06,4.05756201449468e-10,5.64708143825847,-0.878186155082512,11.617984758931,3,0.904569025091228,0.823374209829632,0.526013538829374,0.478794642857143,0.0508474576271186
u47,2.9640272749479e-06,7.36629358805884e-10,3.29375493477013,-6.96839632750303,8.25623810291939,2,0.516843335774193,0.745647317437938,1.54184973929467,0.787810383747178,0.187901008249313
u49,1.03009768182767e-05,2.5803272599033e-08,12.6780147261849,-1.15203265694632,13.3795343880254,2,0.33312276174421,0.480594556375607,0.66624552348842,0.896306818181818,0.243010752688172
u50,1.17315730191052e-07,2.49730304727444e-13,0.140104932938049,-12.44048501572,1.63846564118986,1,0,0,1.55805166555718,1,0.00108108108108107
u51,2.51502292098939e-06,2.75801759715455e-10,8.44539994328642,-3.81151079854856,8.97537902298559,3,0.629941358218958,0.573397334725484,0.817853427474502,0.702296120348377,0.199619771863118
u52,4.60029483130716e-07,1.50253474888476e-12,0.621168675751659,-12.6278508263254,1.40920567356846,1,0,0,2.16926390581101,1,0.0155763239875389
u53,1.17299959300625e-06,2.90253163080225e-10,4.860995163928,-3.26369972943652,10.0889580052244,2,0.11126817444161,0.160526043475679,0.22253634888322,0.976525821596244,0.0637362637362637
u54,3.4933832171513e-06,1.93936899859064e-10,5.64878744124275,-0.115802209856866,12.0169062499367,2,0.475880337956256,0.686550203626054,0.951760675912512,0.817021276595745,0.611570247933884
u56,5.36159870461833e-06,1.00415932864348e-09,12.1387584104028,-0.652718239429467,13.89547434412,4,0.91287515506254,0.658500229579735,0.797709322948857,0.507326007326007,0.241666666666667
u57,5.83132601170776e-06,1.16580264616226e-09,33.0571493660854,2.11140621465575,14.5523112918165,4,0.164153483803042,0.118411708513648,0.218155929408892,0.96921862667719,0.171895424836601
u58,8.81595018705097e-07,3.62402025384278e-11,1.87072999529637,-8.53680782404705,4.67688420778117,1,0,0,0.37155819979096,1,0.108814589665653
u59,5.18201411053688e-05,9.05446517794459e-08,96.5339588637975,3.38299631747023,17.4885161393599,4,0.29777936378744,0.214802405707605,0.471825673363752,0.936970837253057,0.299736495388669
