id,SpeedMean,SpeedVariance,TotalDistance,LocationVariance,CircadianMovement,NumberofClusters,Entropy,NormalizedEntropy,ContinuousEntropy,HomeStay,TransitionTime
u00,3.81984968647267e-06,1.68523962213103e-10,79.4936797228432,6.94464581917023,17.3462374132046,3,0.317933829499497,0.289395843082131,0.494602122100734,0.918918918918919,0.574712643678161
u01,6.54037067285799e-07,4.51180785717718e-12,0.111048623920232,-11.750875708309,0.1843818216258,1,0,0,2.53421606111997,1,0.0365853658536586
u02,6.57176024953899e-07,5.51217076482519e-12,0.190718055635366,-11.5334380213623,0.678698945897261,1,0,0,1.88030374626401,1,0.041501976284585
u05,6.74972373373918e-07,1.3280816534083e-10,0.0614292558183154,-13.0719917255289,-1.50566037445162,1,0,0,1.66337177677663,1,0.0319148936170213
u08,6.53972609721131e-07,1.45219446830122e-11,0.18640455574864,-12.0967212739179,0.532941735307898,1,0,0,2.5253766621583,1,0.0451745379876797
u09,1.14457648448765e-06,7.00004553339872e-11,0.22464472623756,-10.0079816176914,2.26229912915625,2,0.292109277621874,0.421424606222735,1.99091026429187,0.914454277286136,0.139593908629442
u10,3.83140730797851e-07,1.07726177991813e-12,0.138285199548219,-12.5866650361391,-0.544078861573507,1,0,0,2.36957889099738,1,0.00349650349650354
u12,1.53614252005157e-05,3.14609243138575e-08,2.39806097036039,-5.37138352160484,5.04722144526447,1,0,0,2.46665995432159,1,0.231536926147705
u13,1.71217488659498e-06,9.76781074883996e-11,0.817764104289219,-7.09657046484403,5.51757265152313,2,0.654515522623116,0.944266298673217,1.48528674298543,0.638078902229846,0.137573964497041
u14,6.59710302641826e-07,1.34013813620545e-11,0.0601986325083468,-13.5963920157218,-2.06905417703377,1,0,0,2.97784024683273,1,0.0393258426966292
u16,2.87320325934776e-07,1.09923921007332e-12,0.0928161179473086,-12.6115598823387,-1.58802655840932,1,0,0,1.15390390877109,1,0.0189075630252101
u17,2.41686925096324e-07,1.72524726569654e-12,0.06652843988215,-14.223131754515,-3.37617969465015,1,0,0,0.542931777224446,1,0.012987012987013
u18,5.70948854089026e-08,4.29934754844497e-14,0.00979749456432448,-14.7290696407777,-4.39357300958892,1,0,0,0.815701474276949,1,0.00694444444444442
u19,1.9820028768938e-07,1.10967080021942e-12,0.05042128764234,-13.384202105171,-1.9192335326579,1,0,0,1.25716003686465,1,0.00347222222222221
u22,1.86068210690298e-07,6.70165778351844e-13,0.0503263096555049,-13.0896536451243,-2.27267378098686,1,0,0,1.31597652384795,1,0.00502512562814073
u27,1.12432337592182e-07,1.19827593435567e-13,0.0396050252004255,-14.0816165910633,-2.93105327820018,1,0,0,1.03014859942273,1,0.00375939849624063
u30,1.71579421725459e-06,4.68577904373327e-10,4.65581726335993,0.97200096644573,11.6404837771729,2,0.651559204675555,0.940001233430981,1.30311840935111,0.643192488262911,0.0936170212765958
u31,6.04631661646289e-06,1.55106329747543e-09,2.11834423870132,-4.34126564654028,6.0961641465736,2,0.284585004627437,0.410569374887365,0.599641640578402,0.917602996254682,0.039568345323741
u35,1.07818170539134e-06,4.81545023753513e-11,0.589744528049517,-7.3920320743009,4.3309912692241,2,0.297429476728951,0.429100031091057,0.819648268010687,0.91219512195122,0.265232974910394
u36,2.45753770759632e-06,1.01250894342116e-10,4.04490141653959,-2.97208712403604,4.98310356824294,2,0.691083644792144,0.997022947181096,1.74628248588149,0.532110091743119,0.438144329896907
u41,2.21240012854634e-07,4.50287485185708e-13,0.0241009974677219,-12.7750667300319,0,1,0,0,1.98858641961919,1,0.0119047619047619
u43,2.12650258994236e-07,5.5047979502231e-13,0.036954392884295,-13.1690545883624,-1.20005314748483,1,0,0,1.67404530127776,1,0.00505050505050508
u44,3.54267362890395e-07,5.06527599020114e-12,0.136450745868984,-10.517661346701,0.613867077600882,2,0.128923912962127,0.18599788988246,0.257847825924253,0.97165991902834,0.053639846743295
u45,2.93889052039831e-07,3.10108798450749e-12,0.074274673822228,-9.17611434777732,2.73531647605973,2,0.59657223796394,0.860671809242606,1.48772691079515,0.716129032258065,0.00641025641025639
u47,3.81334895173182e-07,9.30014170398064e-12,0.162999576618573,-8.1889160255859,4.09619066266112,3,0.501276640262175,0.456281661358342,0.892444855649881,0.843373493975904,0.0119047619047619
u49,8.16797655655814e-05,3.86242749739821e-07,2.22782006202973,-0.48014996917062,0,2,0.562335144618808,0.811278124459133,1.12467028923762,0.75,0.254237288135593
u51,5.05184182869673e-06,6.30360315459245e-10,4.36279199243545,-2.6656587057511,7.15816805369074,2,0.693003536796018,0.999792765854127,2.43497231725413,0.508474576271186,0.358695652173913
u52,4.43295328670243e-07,1.22096990640372e-12,0.129449426133087,-12.534528708832,-1.73860265567783,1,0,0,2.17061739534268,1,0.00429184549356221
u53,2.94463859521004e-07,1.2690150184201e-11,0.146387110614682,-10.9363338740024,-2.19813200355444,1,0,0,1.67458705408748,1,0.004
u56,5.88990082353017e-06,4.32772762699626e-10,0.585157006119299,-7.50776561323164,2.06499167595786,1,0,0,4.023221388293,1,0.4625
u57,6.73317822578638e-06,1.45180409917283e-09,3.14431591296591,-3.50737679177076,7.19843218466349,1,0,0,2.13663378787995,1,0.120833333333333
u58,5.27006990781562e-07,7.41656345758151e-12,0.304441679774301,-8.58960466779081,1.52023087222202,1,0,0,0.603568907459363,1,0.0981735159817352
u59,3.3157754740652e-06,4.5618259958309e-10,23.2542243995889,4.77557762432429,16.0264133945296,3,0.871722415396129,0.793475937223451,1.28432449074219,0.658291457286432,0.167364016736402
