id,SpeedMean,SpeedVariance,TotalDistance,LocationVariance,CircadianMovement,NumberofClusters,Entropy,NormalizedEntropy,ContinuousEntropy,HomeStay,TransitionTime
u00,1.52166676783567e-05,2.76917786588791e-08,93.9703924976791,4.29421396927549,14.4212887348324,3,0.753980174727614,0.686302331136031,1.60909429753695,0.70253164556962,0.38996138996139
u01,6.43614778943766e-07,3.81941307979999e-11,0.389554952844451,-12.3352917456828,0.678662149148333,1,0,0,1.30214405624277,1,0.0736240171551108
u02,4.4496534733777e-06,8.8480656091879e-09,1.17155751074916,-7.61186428798708,3.80555345347001,1,0,0,1.96884324430108,1,0.124378109452736
u05,5.48637520989109e-07,1.16930451926613e-11,0.496405293146575,-10.9663934588911,0.192828165843896,1,0,0,2.63286358000748,1,0.0350291909924938
u08,5.36851137560513e-07,2.98954246107528e-12,0.45349734492432,-11.9913071759371,0.596058779703368,1,0,0,2.68438384046136,1,0.027972027972028
u09,7.04872738457933e-07,8.62614371710467e-12,0.570446035181356,-10.9056877816027,2.22606354291838,1,0,0,1.55206326540414,1,0.0894909688013136
u10,4.30465088207896e-07,2.77658535236726e-12,0.332400268549599,-12.2842769340278,1.7446768842328,1,0,0,2.31680292677386,1,0.0143061516452074
u12,1.08987986128401e-05,9.52147216075874e-09,7.67066617844007,-4.55653378003143,8.06348357344256,2,0.407632410747459,0.588089257490973,0.912701776293052,0.858524788391777,0.405890804597701
u13,4.42123038334103e-06,8.13168724721915e-10,2.59019913410019,-7.01053689289277,6.81695433776442,2,0.679587558628937,0.980437600683805,1.65026472848814,0.582152974504249,0.352293577981651
u14,6.00246450296165e-07,3.86829248699577e-11,0.196393581188421,-13.2519173934114,-1.0100245300782,1,0,0,2.34142578254585,1,0.0377019748653501
u16,6.12880487484274e-07,5.03937607719108e-11,0.325256709884489,-12.2332855872899,1.04514365231566,1,0,0,1.60099712556932,1,0.0424597364568082
u17,4.56330632533399e-07,3.70116035960706e-11,0.22650234868163,-12.8196587340956,-0.0807846033674663,1,0,0,1.29779286450601,1,0.0266990291262136
u18,2.74328713493552e-07,9.56385011747657e-13,0.110997108393371,-13.1104202638667,-0.840958916528114,1,0,0,1.9504640002845,1,0.00264550264550267
u19,3.01472855019628e-07,6.6728783582772e-13,0.275619762903074,-12.1686223824548,1.08677938403765,1,0,0,2.41798412964561,1,0.00139082058414464
u22,3.42384226928604e-07,4.78309920990681e-12,0.188818464285001,-13.5481967853323,-1.51463103275195,1,0,0,1.89608921380061,1,0.0263565891472868
u27,3.22085798091461e-07,8.23154237494212e-12,0.163864442077864,-13.5961276564992,-1.38080115356442,1,0,0,1.30681998644796,1,0.0295774647887324
u30,4.11952481673001e-07,1.35481470238928e-12,0.341212653581124,-12.0041343888677,0.438882640238975,1,0,0,2.44221536521238,1,0.0190476190476191
u31,8.13788107018802e-06,1.56212390480886e-09,8.50666801395562,-1.12694374470353,9.08924580693769,3,0.871683887073432,0.793440867232796,0.583475575215348,0.612903225806452,0.191717791411043
u35,3.09910228235578e-07,9.12185350090589e-12,0.413608810764537,-8.41045999144952,3.77044762823849,2,0.192083283612445,0.277117600705342,0.741121148662347,0.952167414050822,0.0470085470085471
u36,3.60947580084198e-06,1.00578115877352e-09,2.84753561728211,-6.99040169293145,7.41718119501024,2,0.691717560430045,0.997937494128238,1.51812029934494,0.526729559748428,0.402816901408451
u41,2.03719941664848e-07,1.11384310352716e-12,0.111717971896847,-13.0824959800069,-0.818242021117827,1,0,0,1.79055226462572,1,0.00205338809034905
u43,3.44588253259046e-06,6.66236583598377e-10,5.77689536167508,-4.2845955396754,6.5097150722708,1,0,0,1.95815369045856,1,0.0227497527200792
u44,9.96878731798315e-07,7.29323964551624e-11,0.619073193927201,-8.95530507611777,5.31593205858946,2,0.590023748010964,0.851224335262138,1.25566834593423,0.723076923076923,0.0934449093444909
u45,1.40036607199691e-06,5.89456100849072e-11,1.19390528514755,-8.52000042363383,5.31835689148819,2,0.653354941757183,0.942591934413385,1.85658824319918,0.64010989010989,0.172727272727273
u47,1.37770329739212e-06,7.5325249422957e-11,0.381082941249674,-7.7106970061293,5.30010773281272,2,0.687410517810904,0.991723745100705,1.80115813637043,0.553505535055351,0.168711656441718
u49,4.6653028857546e-06,1.46379810986868e-09,0.422772361733583,-12.3692327393253,-0.6747016885298,1,0,0,2.59164976845875,1,0.24384236453202
u51,1.75408059439269e-06,2.69192265780007e-10,1.2191929468182,-9.33283640256032,4.17640117285112,2,0.679461321441059,0.980255478918877,1.72951906474222,0.582532751091703,0.178622668579627
u52,5.43605271159853e-07,1.74887164880959e-12,0.455655580915131,-12.5826506406796,-0.155232877754058,1,0,0,2.344471891183,1,0.0242130750605327
u53,1.1415032178656e-07,3.6173215251772e-13,0.207228752486941,-11.8157076590338,-1.09961679563604,1,0,0,1.13203538583481,1,0.00157977883096372
u56,1.54929111988284e-06,1.06623873770602e-10,0.763257430308756,-8.12483495443077,5.07753547955276,2,0.612406279185225,0.883515501989787,1.29280639430174,0.698170731707317,0.245977011494253
u57,6.49898434571232e-07,3.08723010210339e-12,0.557931552797559,-12.4881265467146,-0.169051403919286,1,0,0,1.86293143773391,1,0.0274277242401779
u58,7.18336884607378e-07,3.96799437937002e-11,0.60145699117641,-11.3547493898906,-0.712260250842907,1,0,0,0.725252304434495,1,0.0775305096913137
u59,1.26493999397066e-05,1.90569859460228e-08,58.4516290326686,4.32119834486428,15.2602380811364,3,0.446577580366231,0.406492431381442,0.847938395818719,0.849272349272349,0.141071428571429
